username;date;retweets;favorites;text;geo;location;mentions;hashtags;id;query;permalink
TSVsafety;2017-12-13 00:38;0;1;"@ptv_official";;Victoria, Australia;@ptv_official;;"940712566912794624";Transdev;https://twitter.com/TSVsafety/status/940712566912794624
Connexxion;2017-12-13 00:35;0;0;"Geniet ervan! ^AS";;Hilversum;;;"940711672423043072";Transdev;https://twitter.com/Connexxion/status/940711672423043072
STORMYMAY;2017-12-13 00:11;0;0;"Hey @Transdev _Melb can you tell ya driver to calm the farm down #maniacdrivers";;melbourne;@Transdev;#maniacdrivers;"940705748316651520";Transdev;https://twitter.com/STORMYMAY/status/940705748316651520
Transdev_Melb;2017-12-13 00:05;0;0;"13/12 Route 901 Melbourne Airport to Frankston, some services experiencing delays of up to 20 minutes due to heavy traffic";;Melbourne;;;"940704135468474368";Transdev;https://twitter.com/Transdev_Melb/status/940704135468474368
Transdev_Melb;2017-12-12 23:56;0;1;"13/12 due to heavy traffic, all services are experiencing delays. Apologies for any inconvenience";;Melbourne;;;"940701993231900672";Transdev;https://twitter.com/Transdev_Melb/status/940701993231900672
twarrestrial;2017-12-12 23:29;0;0;"No you shouldn't. It means you do what you do seriously.. I am rhe only one who does not like comedy commentary at the snooker!";;;;;"940695019916267522";Transdev;https://twitter.com/twarrestrial/status/940695019916267522
London_buses35;2017-12-12 23:17;0;0;"I liked a @YouTube video http:// youtu.be/hjNR7V1rQl4?a Scania CN230UD Omnicity EURO 5 route 148 Transdev";;Horsham, England;@YouTube;;"940692026386976768";Transdev;https://twitter.com/London_buses35/status/940692026386976768
chrismayer;2017-12-12 23:16;0;2;"After two not arriving the PTV app said 25min+ wait on both lines! Which is when I sent my tweet. So I head off to the station and then run back to the stop as one miraculously appears.";;Melbourne, Australia;;;"940691855867502592";Transdev;https://twitter.com/chrismayer/status/940691855867502592
dannybishop;2017-12-12 22:59;0;0;"How long did you have to wait? My usual 216 was roughly on time. Shocked.";;Melbourne Australia.;;;"940687655003602944";Transdev;https://twitter.com/dannybishop/status/940687655003602944
AussieGrobie;2017-12-12 22:58;0;1;"The company should produce timetables with a pencil. Easy to erase bus times like they never existed.";;Melbourne, Australia;;;"940687414309265408";Transdev;https://twitter.com/AussieGrobie/status/940687414309265408
BjornL2603;2017-12-12 22:53;0;0;"Wat een leuk kerstpakket @Transdev _NL @Connexxion !!!";;IJmuiden  The Netherlands! ;@Transdev @Connexxion;;"940686131716415489";Transdev;https://twitter.com/BjornL2603/status/940686131716415489
0NoneOfTheAbove;2017-12-12 22:26;0;1;"Awhile back I came across this debt while researching into the #SWBNO #Veolia aka #TransDev aka #USFilter aka #Vivendi aka #AquaAlliance . There was a rapid rise in an expense to the tax payers of this city /9 pic.twitter.com/rbBV871C82";;New Orleans, LA;;#SWBNO #Veolia #TransDev #USFilter #Vivendi #AquaAlliance;"940679311408926720";Transdev;https://twitter.com/0NoneOfTheAbove/status/940679311408926720
alextransdev;2017-12-12 22:07;0;5;"You look proud! And rightly so";;Harrogate, UK;;;"940674555189846016";Transdev;https://twitter.com/alextransdev/status/940674555189846016
Transdev;2017-12-12 21:57;6;18;"Because we only have #OnePlanet , we make sure our fleet has the smallest carbon footprint possible. #OnePlanetSummit #ActOnClimate #Mobility pic.twitter.com/BLj1VCApC6";;;;#OnePlanet #OnePlanetSummit #ActOnClimate #Mobility;"940671938040598528";Transdev;https://twitter.com/Transdev/status/940671938040598528
SOCRIER2;2017-12-12 21:50;0;1;"Courrier de la Garonne et cap ont toujours fait parti de veolia et transdev aujourd'hui sauf qu avant CAP et les courriers étaient deux entités à part entière aujourd'hui elles ont fusionnées";;;;;"940670177254965248";Transdev;https://twitter.com/SOCRIER2/status/940670177254965248
SOCRIER2;2017-12-12 21:45;0;0;"C'est la même société cap courrier de la Garonne et transdev";;;;;"940669060303458304";Transdev;https://twitter.com/SOCRIER2/status/940669060303458304
chrismayer;2017-12-12 21:44;1;2;"So just no buses at all on the 220/219/216 lines this morning then @Transdev _Melb I really shouldn’t act surprised.";;Melbourne, Australia;@Transdev;;"940668675358580736";Transdev;https://twitter.com/chrismayer/status/940668675358580736
mojihal;2017-12-12 21:43;0;0;"Ah, une info de plus, Transdev s'occupe de la sous-traitance alors !";;Toulouse - Lille;;;"940668456080498688";Transdev;https://twitter.com/mojihal/status/940668456080498688
SOCRIER2;2017-12-12 21:42;1;1;"J'ai confirmation c'est pour transdev pour le réseau de muret";;;;;"940668259090780161";Transdev;https://twitter.com/SOCRIER2/status/940668259090780161
IanTheInventor;2017-12-12 21:18;0;0;"Thought it said ‘leaving’ for a minute";;Blackburn;;;"940662222698754049";Transdev;https://twitter.com/IanTheInventor/status/940662222698754049
darkazertyhell;2017-12-12 21:09;0;0;"Je vous chie dessus SNCF et Transdev";;Tokyo;;;"940659930989723653";Transdev;https://twitter.com/darkazertyhell/status/940659930989723653
AndreiaGodinho8;2017-12-12 20:29;0;0;"Gostei de um vídeo do @YouTube http:// youtu.be/qqyWy9EsJA0?a Os Nova - Concerto Mistério TRANSDEV";;Lisboa, Portugal;@YouTube;;"940649751086796800";Transdev;https://twitter.com/AndreiaGodinho8/status/940649751086796800
AnanasViolet;2017-12-12 19:56;0;0;"Et concernant ce que versent les collectivités à la SNCF (mais ça pourrait être la RATP, Transdev , Keolis qui sont d'autres acteurs importants des transports) il est incohérent. Au mieux il se trompe de cible en attaquant des exploitants au lieu d'attaquer la politique";;France entière;;;"940641505085153282";Transdev;https://twitter.com/AnanasViolet/status/940641505085153282
Transdev;2017-12-12 18:30;20;39;"We actively reduce the noise and air pollution around our vehicles, for the comfort and wellbeing of our 3.5 billion passengers #OnePlanetSummit #Mobility pic.twitter.com/RDASkeSCfd";;;;#OnePlanetSummit #Mobility;"940619756733952001";Transdev;https://twitter.com/Transdev/status/940619756733952001
liebermans;2017-12-12 17:42;0;0;"SORTA - Southwest Ohio Regional TRANSIT Authority. Not "Bus" Authority. It shouldn't be too difficult to manage a third-party contract (with Transdev ). https:// twitter.com/ChrisCinciBiz/ status/940607395281203200 …";;Cincinnati, OH;;;"940607919351123969";Transdev;https://twitter.com/liebermans/status/940607919351123969
lukeo1991;2017-12-12 17:36;0;0;"hope your not including taxis in these professional drivers";;South Dublin, Ireland;;;"940606335493853184";Transdev;https://twitter.com/lukeo1991/status/940606335493853184
johncgough;2017-12-12 16:47;0;2;"I went through it today at 12 just to see it. What a bag of sh**. Bunny hopping over tracks while buses tip along behind. In fairness the buses were pretty respectful. I wouldn't mind but on the other side of the road there is a decent cycle path.";;Dublin/Cork/Ennis;;;"940593930508427265";Transdev;https://twitter.com/johncgough/status/940593930508427265
autofac;2017-12-12 16:46;0;2;"Don't think the car is essential. I guess you will be free to sit in a bus, tram or taxi. Or even walk. As long as you still curse those needy, self-righteous, day-glo, cyclists.";;Ireland;;;"940593787809787908";Transdev;https://twitter.com/autofac/status/940593787809787908
Andy_2000x;2017-12-12 16:44;0;1;"The experience tells you to avoid it, an entire sector of the city a blackspot. I lived on bachelors walk years ago and this was always the worst part of my commute, I still live in the city but thankfully I can avoid this horror";;;;;"940593142130184193";Transdev;https://twitter.com/Andy_2000x/status/940593142130184193
Andy_2000x;2017-12-12 16:30;0;1;"The re-education being what "buy car, sit in traffic jam, curse cyclists..."?";;;;;"940589772569038848";Transdev;https://twitter.com/Andy_2000x/status/940589772569038848
Miawka;2017-12-12 16:14;0;0;"Merci encore aux chauffeurs du @CSO_ Transdev de ne pas respecter les horaires. Bus à 34. Passe à 45. Me fais rater mon train et grâce à la grève @Actu_Transilien @RER_A arriver en retard au travail. Pas sérieux !! Je ne pars pas 2h avant mon horaire pour arriver en retard !!!";;;@CSO_ @Actu_Transilien @RER_A;;"940585545427832832";Transdev;https://twitter.com/Miawka/status/940585545427832832
JobsAnaheim1;2017-12-12 15:51;0;0;"Bus Driver - Anaheim ART - Transdev - Anaheim, CA http:// dlvr.it/Q5Zvt1 Jobs Anaheim";;Anaheim;;;"940579753915957248";Transdev;https://twitter.com/JobsAnaheim1/status/940579753915957248
RobCross247;2017-12-12 15:45;0;4;"Well the sign says Cyclists Dismount! Great turnout and public support today regarding the chaotic traffic management around College Green. @DubCityCouncil @LuasCrossCity @Luas @Transdev @Shane_RossTD @campaignforleo #LuasCrossCity #Cyclistdismount #RoadSafety #Luas pic.twitter.com/4yNe98MgW2";;Dublin City, Ireland;@DubCityCouncil @LuasCrossCity @Luas @Transdev @Shane_RossTD @campaignforleo;#LuasCrossCity #Cyclistdismount #RoadSafety #Luas;"940578414305652736";Transdev;https://twitter.com/RobCross247/status/940578414305652736
AnanasViolet;2017-12-12 14:55;0;0;"Ces transports sont assurés par des exploitants (SNCF, RATP, Transdev ) qui ont un contrat avec l'autorité organisatrice (AOT). Si vous êtes contre ce principe de transports financés par la collectivité c'est votre droit le plus complet, mais c'est purement de la politique";;France entière;;;"940565847877316608";Transdev;https://twitter.com/AnanasViolet/status/940565847877316608
Still_Transdev;2017-12-12 14:55;0;0;"#InfoTrafic Ligne 1 : la fin des travaux à BAGNEAUX/L. est avancée au 22/12/2017. pic.twitter.com/pr8ZMHWEvE";;Nemours, Ile-de-France;;#InfoTrafic;"940565704251715584";Transdev;https://twitter.com/Still_Transdev/status/940565704251715584
AnanasViolet;2017-12-12 14:39;0;0;"Donc vous pensez que quand votre ville passe un contrat pour l'exploitation de son réseau de bus avec Transdev ou Keolis (par exemple) elle ne paye pas son prestataire ? Vous pensez vraiment qu'une entreprise priveé exploite gratuitement ? Vous faites peur...";;France entière;;;"940561664679862272";Transdev;https://twitter.com/AnanasViolet/status/940561664679862272
thierrymallet;2017-12-12 14:20;4;10;". @Transdev launches an autonomous and driverless shuttle in Gainesville, Florida and pursues its growth in #SmartMobility ! "The days of dreaming about riding in a self-driving vehicle in Gainesville are no longer a thing of the future." #PACE http://www. gainesville.com/news/20171210/ self-driving-shuttle-coming-to-gainesville-in-april …";;;@Transdev;#SmartMobility #PACE;"940556948252057600";Transdev;https://twitter.com/thierrymallet/status/940556948252057600
CurlyBubble;2017-12-12 14:10;0;0;"It's a disgrace that with so many roads redone for LUAS they couldn't at the same time include proper provisions for cyclists. The size of some of the pavements are huge. Decent & safe cycle lanes wouldn't have been a difficult ask.";;Ireland;;;"940554479417675777";Transdev;https://twitter.com/CurlyBubble/status/940554479417675777
Transdev_Melb;2017-12-12 13:59;0;0;"R903 from Mordialloc SC 23.00 to Heidelberg RS 12.19 will be cancelled due to operational issues, apologies for inconvenience";;Melbourne;;;"940551729489350657";Transdev;https://twitter.com/Transdev_Melb/status/940551729489350657
CitizenW0lf;2017-12-12 13:59;0;0;"Well, I might be there today at 1pm with the cargo-bike to see what my options are. Walk in the middle of the road.....?";;Milky Way, Western Spiral Arm;;;"940551586958532608";Transdev;https://twitter.com/CitizenW0lf/status/940551586958532608
moyesie22;2017-12-12 13:31;0;0;"Farer fair prices would be a start. Almost £5 rtn from Bilton to town, that cost makes no sense for a couple travelling and makes use of car far more appealing. Pub transport should be more appealing than use of car and at the moment, it simply isn’t.";;North Yorkshire;;;"940544662321946624";Transdev;https://twitter.com/moyesie22/status/940544662321946624
coconutlulz;2017-12-12 13:24;0;1;"Jesus, you really have a chip on your shoulder about something, don't you? Try not to hate other people.";;Cluaın Saıleaċ, Áṫ Clıaṫ, Éıre;;;"940542752667918337";Transdev;https://twitter.com/coconutlulz/status/940542752667918337
coconutlulz;2017-12-12 13:22;0;0;"Totally untrue. My wife and I cycle 16km to our jobs.";;Cluaın Saıleaċ, Áṫ Clıaṫ, Éıre;;;"940542466125594625";Transdev;https://twitter.com/coconutlulz/status/940542466125594625
LaurentMazille;2017-12-12 13:10;0;0;"Transdev fier d'accompagner@le Havre Agglo";;paris;@le;;"940539414735982592";Transdev;https://twitter.com/LaurentMazille/status/940539414735982592
IsMiseNessy;2017-12-12 13:05;0;0;"I know it's amazing and hard to imagine but when you're taught compulsory Irish in school for over a decade, it's actually possible to be able to write a cúpla focal online several years after leaving school. Iontach!";;Ireland;;;"940538215974531073";Transdev;https://twitter.com/IsMiseNessy/status/940538215974531073
dermotryanie;2017-12-12 13:05;1;5;"If I go down there in a cargo bike, where is the ramp for me to get out of the way of following traffic as I dismount and walk? I can't bump it up over the kerb. Some disabled people cycle, some would have the same problem of lifting the bike.";;Dublin City, Ireland;;;"940538185884450816";Transdev;https://twitter.com/dermotryanie/status/940538185884450816
puhjayjayjay;2017-12-12 13:03;0;1;"If they weren't so concerned with those risen flower beds at that junction there could have easily been a segregated section that had priority lights to allow cyclists to set off at the pedestrian crossing before busses.";;Dublin, Ireland;;;"940537592277282816";Transdev;https://twitter.com/puhjayjayjay/status/940537592277282816
sarahcareyIRL;2017-12-12 12:59;0;0;"AND you're an Irish speaker! Bonus virtue points! This beyond-pale-non-irish-speaking-driver concedes all.";;Meath, Ireland;;;"940536695472222209";Transdev;https://twitter.com/sarahcareyIRL/status/940536695472222209
cheaperthanmyki;2017-12-12 12:56;0;0;"The minister however has already stated his preference for policy based evidence over evidence based policy, and his disdain for what he calls "pontificating" academics. That's state governments for you... see also #myki #vline Transdev etc. https:// twitter.com/unimelb/status /940434809989480448 …";;Melbourne, Australia;;#myki #vline;"940535870112665600";Transdev;https://twitter.com/cheaperthanmyki/status/940535870112665600
IsMiseNessy;2017-12-12 12:54;0;0;"I am. I really am, because I'm helping to alleviate congestion and pollution because I'm moving & thinking outside of a metal box.. In some circles they call me privileged";;Ireland;;;"940535376862679040";Transdev;https://twitter.com/IsMiseNessy/status/940535376862679040
Transdev_Melb;2017-12-12 12:54;0;0;"R426 from Sunshine RS 21.56-Caroline Springs 22.25-Sunshine RS 22.53 will be missed due to operational issues, apologies for inconvenience";;Melbourne;;;"940535307732180992";Transdev;https://twitter.com/Transdev_Melb/status/940535307732180992
sarahcareyIRL;2017-12-12 12:52;0;0;"you're great.";;Meath, Ireland;;;"940534800854773760";Transdev;https://twitter.com/sarahcareyIRL/status/940534800854773760
Maghreb_Conf;2017-12-12 12:50;0;0;"RATP, Transdev and Alsa let Rabat bus contract go by #Morocco http:// ow.ly/YQIL30h4rvp";;;;#Morocco;"940534207079739392";Transdev;https://twitter.com/Maghreb_Conf/status/940534207079739392
AfricaIntellig;2017-12-12 12:50;0;1;"RATP, Transdev and Alsa let Rabat bus contract go by #Morocco http:// ow.ly/YQIL30h4rvp";;Paris;;#Morocco;"940534204932161536";Transdev;https://twitter.com/AfricaIntellig/status/940534204932161536
AfricaIntell;2017-12-12 12:45;0;1;"RATP, Transdev et ALSA boudent les autobus rabatis #Maroc http:// ow.ly/nAZJ30h4r71";;Paris;;#Maroc;"940532977544716291";Transdev;https://twitter.com/AfricaIntell/status/940532977544716291
Maghreb_Conf_fr;2017-12-12 12:45;1;0;"RATP, Transdev et ALSA boudent les autobus rabatis #Maroc http:// ow.ly/nAZJ30h4r71";;;;#Maroc;"940532956640182272";Transdev;https://twitter.com/Maghreb_Conf_fr/status/940532956640182272
alberti1;2017-12-12 12:31;0;0;"Why buses have to cross city center if we have a new brand Lucas?";;;;;"940529585317384192";Transdev;https://twitter.com/alberti1/status/940529585317384192
keithburner;2017-12-12 12:23;1;4;"Poor Planning as we have known about these problems for years. It’s about including cycling as an important transport mode. The city centre is hostile. I‘ve been avoiding it during the works and not likely to return.";;Dublin City, Ireland;;;"940527445744250881";Transdev;https://twitter.com/keithburner/status/940527445744250881
CitizenW0lf;2017-12-12 12:19;0;2;"Agree with Keith here. This is worse than I thought it could be for cycling. No-one who isn't already experienced & confident will want to cycle along here. Even experienced & confident cyclists will avoid if possible.";;Milky Way, Western Spiral Arm;;;"940526584527802368";Transdev;https://twitter.com/CitizenW0lf/status/940526584527802368
doccer;2017-12-12 12:14;2;5;"All the agencies have been locked in crisis mode for months, with one objective: get #LuasCrossCity to work. Now it's time to roll through the other problems, including protecting cyclists.";;Dublin;;#LuasCrossCity;"940525213183365120";Transdev;https://twitter.com/doccer/status/940525213183365120
Paris2Nice;2017-12-12 12:11;1;1;"@sarahcareyIRL you are more than welcome to join @Paris2Nice - next info evening is Jan 18th @8pm @hamptondublin";;;@sarahcareyIRL @Paris2Nice @8pm @hamptondublin;;"940524505860100097";Transdev;https://twitter.com/Paris2Nice/status/940524505860100097
IsMiseNessy;2017-12-12 12:02;0;1;"Nonsense. I live 10 miles from my workplace and I can commute by bicycle. It's entirely possible, people just need to get out of their cars";;Ireland;;;"940522250528350208";Transdev;https://twitter.com/IsMiseNessy/status/940522250528350208
Darche_Gros;2017-12-12 11:41;1;2;"Transdev vous réserve pour cette fin d'année une jolie surprise ! Un nouveau site & une nouvelle application pour vous faciliter la vie pic.twitter.com/ky3YNWFd58";;Coulommiers, Ile-de-France;;;"940516878870630400";Transdev;https://twitter.com/Darche_Gros/status/940516878870630400
keithburner;2017-12-12 11:24;6;28;"We need to make cycling attractive and encourage more people to choose cycling. This is very uninviting. The heart of the city centre has become a disaster for cycling. Worse than I could have ever imagined.";;Dublin City, Ireland;;;"940512567608401921";Transdev;https://twitter.com/keithburner/status/940512567608401921
betheworrall;2017-12-12 11:12;0;4;"Very cool!";;Adelaide, South Australia;;;"940509533746618368";Transdev;https://twitter.com/betheworrall/status/940509533746618368
IsMiseNessy;2017-12-12 11:05;0;6;"Agree @CitizenW0lf I'm neither a man nor affluent (polar opposites actually) and can't understand why people consider I'm "privileged" because I've made it home from work/shops by bicycle alive. What a load of nonsense";;Ireland;@CitizenW0lf;;"940507942524215301";Transdev;https://twitter.com/IsMiseNessy/status/940507942524215301
alexdavies13;2017-12-12 10:55;0;0;"Still not as good as transdev buses at least they have USB & WiFi as standard";;;;;"940505377061425152";Transdev;https://twitter.com/alexdavies13/status/940505377061425152
Camwhite51;2017-12-12 10:34;0;0;"@VenturaBus 1035 needs a clean down the back guys :) not transdev putrid but just some lunchtime tagging";;Melbourne;@VenturaBus;;"940499977964470272";Transdev;https://twitter.com/Camwhite51/status/940499977964470272
Bobochitoo;2017-12-12 10:18;0;1;"Transdev svp";;77 Seine et Marne;;;"940496073881092096";Transdev;https://twitter.com/Bobochitoo/status/940496073881092096
DavidJOMahony1;2017-12-12 09:56;0;1;"Planners have made a total bollox out of traffic management re cyclists. And the whole idea is to rid cars from the city?";;Dublin City, Ireland;;;"940490499076644865";Transdev;https://twitter.com/DavidJOMahony1/status/940490499076644865
Auhugse;2017-12-12 09:45;0;2;"@Transdev _Melb Bus 380605 is filthy, please clean! @TSVsafety @JacintaAllanMP pic.twitter.com/FhhwEveNjc";;;@Transdev @TSVsafety @JacintaAllanMP;;"940487667124379648";Transdev;https://twitter.com/Auhugse/status/940487667124379648
SETRA_Transdev;2017-12-12 09:36;3;2;"En raison des températures & du verglas sur les routes ce matin, beaucoup de retard sur nos lignes ! Bonne journée à tous !";;Brie Comte Robert;;;"940485567728574464";Transdev;https://twitter.com/SETRA_Transdev/status/940485567728574464
HarrogateGigs;2017-12-12 09:00;0;2;"Leading Harrogate bus company @Transdev supports range of 'sustainable' policies for Harrogate: http:// bit.ly/2nOHuQd pic.twitter.com/7Y2QT5iPT2";;harrogate;@Transdev;;"940476319770361856";Transdev;https://twitter.com/HarrogateGigs/status/940476319770361856
HgateAdvertiser;2017-12-12 09:00;7;17;"Leading Harrogate bus company @Transdev supports range of 'sustainable' policies for Harrogate: http:// bit.ly/2nOHuQd pic.twitter.com/YQxP9BLe80";;Harrogate, UK;@Transdev;;"940476317715386369";Transdev;https://twitter.com/HgateAdvertiser/status/940476317715386369
RiponRover;2017-12-12 09:00;0;0;"Leading Harrogate bus company @Transdev supports range of 'sustainable' policies for Harrogate: http:// bit.ly/2nOHuQd pic.twitter.com/QyWsBT8z8V";;Ripon, North Yorkshire;@Transdev;;"940476315907579904";Transdev;https://twitter.com/RiponRover/status/940476315907579904
Wetherby_News;2017-12-12 09:00;0;0;"Leading Harrogate bus company @Transdev supports range of 'sustainable' policies for Harrogate: http:// bit.ly/2nOHuQd pic.twitter.com/NTNPmHtBiB";;Wetherby, West Yorkshire, UK;@Transdev;;"940476315643318273";Transdev;https://twitter.com/Wetherby_News/status/940476315643318273
FallOfTheLiving;2017-12-12 05:10;0;2;"@Transdev _Melb @ptv_official oh my one journey is delayed thanks to a 903 bus damn. Oh what's this an alternate route for the same arroval time? the 907 is 10-15m late meaning that i am no better off. Please fix you bloody bus services and calc smart bus arrival times to journey";;Melbourne Australia;@Transdev @ptv_official;;"940418590615904256";Transdev;https://twitter.com/FallOfTheLiving/status/940418590615904256
Transdev_Melb;2017-12-12 05:00;0;0;"4/9 - 31/12 Minor delay for Routes 271, 302, 903, 293, 279, 281, 284 & 270 at Station St, Box Hill from 9.30am - 3.30pm due to crane works";;Melbourne;;;"940415966575513600";Transdev;https://twitter.com/Transdev_Melb/status/940415966575513600
TheDe3Jay;2017-12-12 04:05;0;1;"and Transdev for Doncaster BRT!";;Melbourne;;;"940402285120593920";Transdev;https://twitter.com/TheDe3Jay/status/940402285120593920
kaupapa;2017-12-12 03:53;0;0;"what benefit flowing between Transdev and Ellison would constitute a conflict of interest?";;Auckland, New Zealand;;;"940399074825551872";Transdev;https://twitter.com/kaupapa/status/940399074825551872
hepvic;2017-12-12 03:03;1;3;"#LoveYourLiver spotted in #Caulfield on the #Bus #504 @Transdev @Transdev _Melb @NWMelbPHN pic.twitter.com/WrLcFV8Igx";;Melbourne, Victoria;@Transdev @Transdev @NWMelbPHN;#LoveYourLiver #Caulfield #Bus #504;"940386473727221760";Transdev;https://twitter.com/hepvic/status/940386473727221760
BenRoss_AKL;2017-12-12 02:52;0;0;"Something tells me Shane has been brought in to help build the Light Rail system and extend the bus rapid transit system given he has experience and overseen a few of these projects in his time Given that he is Transdev is or rather ex transdev is mere coincidence";;Auckland, New Zealand;;;"940383875699687424";Transdev;https://twitter.com/BenRoss_AKL/status/940383875699687424
PythonLoop;2017-12-12 02:16;0;0;"Director of Data Science at Transdev North America, Inc. http:// ift.tt/2nRUjt5";;Miami, FL;;;"940374706062090240";Transdev;https://twitter.com/PythonLoop/status/940374706062090240
RobCross247;2017-12-12 02:04;1;0;"This scene of destruction could come to fruition soon if action is not taken regarding the traffic management around College Green Dublin @DubCityCouncil @LuasCrossCity @Luas @Transdev @Shane_RossTD @campaignforleo #LuasCrossCity #Cyclistdismount #RoadSafety #Luas #Transportation pic.twitter.com/ARIR5lvnoG";;Dublin City, Ireland;@DubCityCouncil @LuasCrossCity @Luas @Transdev @Shane_RossTD @campaignforleo;#LuasCrossCity #Cyclistdismount #RoadSafety #Luas #Transportation;"940371654638792704";Transdev;https://twitter.com/RobCross247/status/940371654638792704
multikev;2017-12-12 01:59;0;2;"Large volumes of people do live within a 20 minute cycle of their workplace, shopping etc... Definitely not possible for all, but many more people would do it in some areas with safe infrastructure, leaving room for those that can't.";;Munich, Germany;;;"940370405797351425";Transdev;https://twitter.com/multikev/status/940370405797351425
homeAIinfo;2017-12-12 01:58;0;0;"Director of Data Science at Transdev North America, Inc. - The Data Science Group at Tran http:// homeai.info/blog/news-stor ies/director-of-data-science-at-transdev-north-america-inc/ … #data -science";;talk@homeAI.info;;#data;"940370293465415681";Transdev;https://twitter.com/homeAIinfo/status/940370293465415681
dublincycling;2017-12-12 01:54;4;7;"We're raffling a fold-up bike at our Christmas party this Saturday. Worth €600. Ideal for your type of commute. Would you like to buy a ticket?? €10 pic.twitter.com/OfVImkNrzM";;Dublin, Ireland;;;"940369126631071744";Transdev;https://twitter.com/dublincycling/status/940369126631071744
CitizenW0lf;2017-12-12 01:44;0;2;"People just trying 2get from A to B safely & also maybe trying to change things for the better are being called out as privileged? Eh, You've totally misplaced your anger on this one.";;Milky Way, Western Spiral Arm;;;"940366682362667008";Transdev;https://twitter.com/CitizenW0lf/status/940366682362667008
Peteer;2017-12-12 01:25;0;5;"Come along to any @IBIKEDublin and spend 10 minutes watching who is cycling - male and female, young and old, loads of people who aren't Irish by the looks and sound of things. You're really way off the mark here.";;Dublin Town;@IBIKEDublin;;"940362039259750400";Transdev;https://twitter.com/Peteer/status/940362039259750400
LottaMikkonen;2017-12-12 01:08;0;3;"Added bonus : I don't get affected by train delays/cancellations and can pretty much guarantee what time I arrive. And, instead of spending my free time at the gym I'm spending my commute time exercising.";;Dublin;;;"940357765385605121";Transdev;https://twitter.com/LottaMikkonen/status/940357765385605121
coconutlulz;2017-12-12 01:06;0;1;"What do money and gender have to do with anything? Wouldn't consider myself affluent. Family is from Cabra, I live in Blanch.";;Cluaın Saıleaċ, Áṫ Clıaṫ, Éıre;;;"940357160185290754";Transdev;https://twitter.com/coconutlulz/status/940357160185290754
ewwyuckk;2017-12-12 01:03;0;4;"real sad my feet are too small for nikes mens range lol #transdev";;Auckland, New Zealand;;#transdev;"940356423115882496";Transdev;https://twitter.com/ewwyuckk/status/940356423115882496
LottaMikkonen;2017-12-12 00:53;0;5;"My commute is 16.8km one way. I'm the total opposite of an elite athlete. It takes the same amount of time for me to cycle to work as walking to the train/getting the train.";;Dublin;;;"940353966902300673";Transdev;https://twitter.com/LottaMikkonen/status/940353966902300673
LottaMikkonen;2017-12-12 00:49;0;2;"I'm gonna have to disagree here... Myself and a lot of my female friends and colleagues cycle in Dublin, and I wouldn't describe us as affluent either.";;Dublin;;;"940352989017014273";Transdev;https://twitter.com/LottaMikkonen/status/940352989017014273
NormanHermant;2017-12-12 00:39;0;3;"Ah @metrotrains , you’ve done it again. Wait for the (often late) @Transdev _Melb bus, or gamble on the train. Wrong call I guess. @ptua @MelbPTUser @JacintaAllanMP pic.twitter.com/p0OmUZQyD1";;Melbourne, Victoria;@metrotrains @Transdev @ptua @MelbPTUser @JacintaAllanMP;;"940350405136990209";Transdev;https://twitter.com/NormanHermant/status/940350405136990209
carolinamb_af;2017-12-12 00:35;0;2;"a bartolo anda desaparecida da transdev";;;;;"940349295345192961";Transdev;https://twitter.com/carolinamb_af/status/940349295345192961
cheaperthanmyki;2017-12-12 00:31;0;2;"It is acceptable to the customer who is not you, but the minister. It think it is safe to say Transdev 's contract was renewed for reasons other than actually being able to run buses (which it clearly cannot). https:// twitter.com/reisisg/status /940125669903577088 …";;Melbourne, Australia;;;"940348386091286528";Transdev;https://twitter.com/cheaperthanmyki/status/940348386091286528
leedsbuses;2017-12-12 00:17;0;1;"Fantastic to see in the bus station! It would be nice for all the stands to follow suit";;Leeds, England;;;"940344899290959872";Transdev;https://twitter.com/leedsbuses/status/940344899290959872
Firedancetweet;2017-12-12 00:11;0;1;"Into the flower bed of course!!! It's obvious! and they made it all pretty for us too.... . Will try to make it tomorrow although I don't have my bike with me this week .";;Dublin;;;"940343334719156224";Transdev;https://twitter.com/Firedancetweet/status/940343334719156224
Transdev_Melb;2017-12-12 00:07;0;0;"11/12 - 13/12 Diversion for Route 903 at the on ramp to the M80 from 9pm - 5am due to works";;Melbourne;;;"940342283609739264";Transdev;https://twitter.com/Transdev_Melb/status/940342283609739264
paulhayesman;2017-12-11 23:59;0;1;"One of my colleagues does similar but on an e-bike. A gentle helping hand";;dublin;;;"940340254640410625";Transdev;https://twitter.com/paulhayesman/status/940340254640410625
Hortelmer;2017-12-11 23:52;2;3;"Entre aujourd'hui et demain, Transdev SNCF et RATP, partenaires de ton échec aux partiels";;Paris, France;;;"940338445238652929";Transdev;https://twitter.com/Hortelmer/status/940338445238652929
lauramcgreal;2017-12-11 23:49;0;3;"Shameful. Absolutely shameful.";;Dublin City, Ireland;;;"940337667153199104";Transdev;https://twitter.com/lauramcgreal/status/940337667153199104
JoannaDonnellyL;2017-12-11 23:39;0;4;"It is :-) you get used to the distance very quickly. takes me about 45-50 mins. I take my time.";;Glasnevin;;;"940335154538713094";Transdev;https://twitter.com/JoannaDonnellyL/status/940335154538713094
